idx,Symbol,avg,Date,Open,High,Low,Close,date,time,hour,ampm,ts
241,,11508.725,,,,,,Sun Aug 11 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
242,,11469.135,,,,,,Sun Aug 11 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
243,,11409.07,,,,,,Sun Aug 11 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
244,,11390.075,,,,,,Sun Aug 11 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
245,,11384.515,,,,,,Sun Aug 11 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
246,,11387.025000000001,,,,,,Sun Aug 11 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
247,,11390.015,,,,,,Sun Aug 11 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
248,,11383.369999999999,,,,,,Sun Aug 11 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
249,,11396.48,,,,,,Sun Aug 11 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
250,,11431.564999999999,,,,,,Sun Aug 11 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
251,,11464.425,,,,,,Mon Aug 12 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
252,,11406.380000000001,,,,,,Sun Aug 11 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
253,,11353.41,,,,,,Sun Aug 11 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
254,,11344.34,,,,,,Sun Aug 11 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
255,,11348.195,,,,,,Sun Aug 11 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
256,,11362.605,,,,,,Sun Aug 11 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
257,,11364.205,,,,,,Sun Aug 11 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
258,,11376.725,,,,,,Sun Aug 11 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
259,,11388.82,,,,,,Sun Aug 11 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
260,,11388.369999999999,,,,,,Sun Aug 11 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
261,,11371.404999999999,,,,,,Sun Aug 11 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
262,,11383.885,,,,,,Sun Aug 11 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
263,,11355.955,,,,,,Sun Aug 11 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
264,,11316.369999999999,,,,,,Sat Aug 10 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
265,,11329.485,,,,,,Sat Aug 10 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
266,,11340.875,,,,,,Sat Aug 10 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
267,,11337.654999999999,,,,,,Sat Aug 10 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
268,,11352.615,,,,,,Sat Aug 10 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
269,,11379.75,,,,,,Sat Aug 10 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
270,,11371.395,,,,,,Sat Aug 10 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
271,,11386.645,,,,,,Sat Aug 10 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
272,,11422.125,,,,,,Sat Aug 10 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
273,,11449.755,,,,,,Sat Aug 10 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
274,,11459.24,,,,,,Sat Aug 10 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
275,,11422.29,,,,,,Sun Aug 11 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
276,,11635.47,,,,,,Sat Aug 10 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
277,,11883.974999999999,,,,,,Sat Aug 10 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
278,,11867.064999999999,,,,,,Sat Aug 10 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
279,,11835.82,,,,,,Sat Aug 10 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
280,,11827.365,,,,,,Sat Aug 10 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
281,,11836.23,,,,,,Sat Aug 10 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
282,,11825.55,,,,,,Sat Aug 10 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
283,,11821.325,,,,,,Sat Aug 10 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
284,,11820.380000000001,,,,,,Sat Aug 10 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
285,,11849.39,,,,,,Sat Aug 10 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
286,,11912.88,,,,,,Sat Aug 10 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
287,,11904.349999999999,,,,,,Sat Aug 10 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
288,,11862.494999999999,,,,,,Fri Aug 09 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
289,,11886.555,,,,,,Fri Aug 09 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
290,,11909.04,,,,,,Fri Aug 09 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
291,,11863.575,,,,,,Fri Aug 09 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
292,,11845.165,,,,,,Fri Aug 09 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
293,,11831.11,,,,,,Fri Aug 09 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
294,,11802.355,,,,,,Fri Aug 09 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
295,,11769.505000000001,,,,,,Fri Aug 09 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
296,,11767.665,,,,,,Fri Aug 09 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
297,,11810.419999999998,,,,,,Fri Aug 09 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
298,,11798.825,,,,,,Fri Aug 09 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
299,,11736.89,,,,,,Sat Aug 10 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
300,,11712.065,,,,,,Fri Aug 09 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
301,,11742.165,,,,,,Fri Aug 09 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
302,,11802.61,,,,,,Fri Aug 09 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
303,,11856.715,,,,,,Fri Aug 09 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
304,,11865.025,,,,,,Fri Aug 09 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
305,,11858.535,,,,,,Fri Aug 09 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
306,,11873.93,,,,,,Fri Aug 09 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
307,,11879.244999999999,,,,,,Fri Aug 09 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
308,,11897.035,,,,,,Fri Aug 09 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
309,,11907.955,,,,,,Fri Aug 09 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
310,,11931.435,,,,,,Fri Aug 09 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
311,,11984.865,,,,,,Fri Aug 09 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
312,,11924.08,,,,,,Thu Aug 08 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
313,,11801.575,,,,,,Thu Aug 08 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
314,,11704.76,,,,,,Thu Aug 08 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
315,,11635.29,,,,,,Thu Aug 08 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
316,,11638.535,,,,,,Thu Aug 08 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
317,,11627.075,,,,,,Thu Aug 08 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
318,,11659.715,,,,,,Thu Aug 08 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
319,,11709.67,,,,,,Thu Aug 08 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
320,,11706.825,,,,,,Thu Aug 08 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
321,,11700.365,,,,,,Thu Aug 08 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
322,,11761.55,,,,,,Thu Aug 08 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
323,,11835.029999999999,,,,,,Fri Aug 09 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
324,,11829.82,,,,,,Thu Aug 08 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
325,,11853.89,,,,,,Thu Aug 08 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
326,,11887.915,,,,,,Thu Aug 08 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
327,,11910.41,,,,,,Thu Aug 08 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
328,,11883.595,,,,,,Thu Aug 08 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
329,,11884.4,,,,,,Thu Aug 08 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
330,,11934.93,,,,,,Thu Aug 08 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
331,,11952.115,,,,,,Thu Aug 08 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
332,,11948.39,,,,,,Thu Aug 08 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
333,,11920.369999999999,,,,,,Thu Aug 08 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
334,,11937.46,,,,,,Thu Aug 08 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
335,,11975.015,,,,,,Thu Aug 08 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
336,,11973.305,,,,,,Wed Aug 07 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
337,,11958.35,,,,,,Wed Aug 07 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
338,,11920.395,,,,,,Wed Aug 07 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
339,,11844.220000000001,,,,,,Wed Aug 07 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
340,,11771.455,,,,,,Wed Aug 07 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
341,,11770.265,,,,,,Wed Aug 07 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
342,,11732.49,,,,,,Wed Aug 07 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
343,,11668.67,,,,,,Wed Aug 07 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
344,,11863.845000000001,,,,,,Wed Aug 07 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
345,,12049.595000000001,,,,,,Wed Aug 07 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
346,,11908.92,,,,,,Wed Aug 07 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
347,,11763.765,,,,,,Thu Aug 08 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
348,,11691.3,,,,,,Wed Aug 07 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
349,,11634.945,,,,,,Wed Aug 07 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
350,,11603.08,,,,,,Wed Aug 07 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
351,,11556.77,,,,,,Wed Aug 07 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
352,,11584.93,,,,,,Wed Aug 07 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
353,,11623.605,,,,,,Wed Aug 07 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
354,,11655.38,,,,,,Wed Aug 07 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
355,,11667.615,,,,,,Wed Aug 07 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
356,,11641.369999999999,,,,,,Wed Aug 07 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
357,,11584.599999999999,,,,,,Wed Aug 07 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
358,,11500.535,,,,,,Wed Aug 07 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
359,,11477.935000000001,,,,,,Wed Aug 07 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
360,,11402.119999999999,,,,,,Tue Aug 06 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
361,,11352.48,,,,,,Tue Aug 06 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
362,,11528.395,,,,,,Tue Aug 06 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
363,,11692.189999999999,,,,,,Tue Aug 06 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
364,,11722.04,,,,,,Tue Aug 06 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
365,,11723.71,,,,,,Tue Aug 06 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
366,,11750.98,,,,,,Tue Aug 06 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
367,,11744.310000000001,,,,,,Tue Aug 06 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
368,,11719.994999999999,,,,,,Tue Aug 06 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
369,,11769.974999999999,,,,,,Tue Aug 06 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
370,,11752.005,,,,,,Tue Aug 06 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
371,,11740.849999999999,,,,,,Wed Aug 07 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
372,,11763.27,,,,,,Tue Aug 06 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
373,,11984.625,,,,,,Tue Aug 06 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
374,,12211.355,,,,,,Tue Aug 06 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
375,,12193.795,,,,,,Tue Aug 06 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
376,,12165.16,,,,,,Tue Aug 06 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
377,,11986.5,,,,,,Tue Aug 06 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
378,,11765.195,,,,,,Tue Aug 06 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
379,,11706.145,,,,,,Tue Aug 06 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
380,,11687.36,,,,,,Tue Aug 06 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
381,,11678.849999999999,,,,,,Tue Aug 06 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
382,,11736.365,,,,,,Tue Aug 06 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
383,,11804.365,,,,,,Tue Aug 06 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
384,,11819.32,,,,,,Mon Aug 05 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
385,,11776.125,,,,,,Mon Aug 05 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
386,,11737.220000000001,,,,,,Mon Aug 05 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
387,,11742.235,,,,,,Mon Aug 05 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
388,,11780.975,,,,,,Mon Aug 05 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
389,,11792.555,,,,,,Mon Aug 05 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
390,,11819.99,,,,,,Mon Aug 05 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
391,,11807.175,,,,,,Mon Aug 05 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
392,,11762.52,,,,,,Mon Aug 05 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
393,,11760.035,,,,,,Mon Aug 05 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
394,,11750.025,,,,,,Mon Aug 05 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
395,,11766.345,,,,,,Tue Aug 06 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
396,,11697.09,,,,,,Mon Aug 05 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
397,,11668.27,,,,,,Mon Aug 05 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
398,,11734.73,,,,,,Mon Aug 05 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
399,,11710.33,,,,,,Mon Aug 05 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
400,,11639.26,,,,,,Mon Aug 05 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
401,,11569.494999999999,,,,,,Mon Aug 05 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
402,,11546.835,,,,,,Mon Aug 05 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
403,,11562.485,,,,,,Mon Aug 05 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
404,,11581.485,,,,,,Mon Aug 05 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
405,,11504.970000000001,,,,,,Mon Aug 05 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
406,,11293.545,,,,,,Mon Aug 05 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
407,,11053.189999999999,,,,,,Mon Aug 05 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
408,,10936.849999999999,,,,,,Sun Aug 04 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
409,,10944.705,,,,,,Sun Aug 04 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
410,,10929.220000000001,,,,,,Sun Aug 04 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
411,,10917.32,,,,,,Sun Aug 04 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
412,,10914.02,,,,,,Sun Aug 04 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
413,,10901.795,,,,,,Sun Aug 04 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
414,,10907.445,,,,,,Sun Aug 04 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
415,,10931.175,,,,,,Sun Aug 04 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
416,,10858.025,,,,,,Sun Aug 04 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
417,,10714.880000000001,,,,,,Sun Aug 04 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
418,,10653.195,,,,,,Sun Aug 04 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
419,,10658.545,,,,,,Mon Aug 05 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
420,,10692.68,,,,,,Sun Aug 04 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
421,,10728.134999999998,,,,,,Sun Aug 04 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
422,,10701.23,,,,,,Sun Aug 04 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
423,,10666.494999999999,,,,,,Sun Aug 04 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
424,,10690,,,,,,Sun Aug 04 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
425,,10659.84,,,,,,Sun Aug 04 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
426,,10610.475,,,,,,Sun Aug 04 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
427,,10683.145,,,,,,Sun Aug 04 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
428,,10779.51,,,,,,Sun Aug 04 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
429,,10826.555,,,,,,Sun Aug 04 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
430,,10841.385,,,,,,Sun Aug 04 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
431,,10825.26,,,,,,Sun Aug 04 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
432,,10818.740000000002,,,,,,Sat Aug 03 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
433,,10825.740000000002,,,,,,Sat Aug 03 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
434,,10854.33,,,,,,Sat Aug 03 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
435,,10864.2,,,,,,Sat Aug 03 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
436,,10848.29,,,,,,Sat Aug 03 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
437,,10837.765,,,,,,Sat Aug 03 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
438,,10811.545,,,,,,Sat Aug 03 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
439,,10763.295,,,,,,Sat Aug 03 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
440,,10762.265,,,,,,Sat Aug 03 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
441,,10793.74,,,,,,Sat Aug 03 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
442,,10763.925,,,,,,Sat Aug 03 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
443,,10737.885,,,,,,Sun Aug 04 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
444,,10755.970000000001,,,,,,Sat Aug 03 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
445,,10765.7,,,,,,Sat Aug 03 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
446,,10774.115,,,,,,Sat Aug 03 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
447,,10806.315,,,,,,Sat Aug 03 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
448,,10813.385,,,,,,Sat Aug 03 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
449,,10788.445,,,,,,Sat Aug 03 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
450,,10812.105,,,,,,Sat Aug 03 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
451,,10812.415,,,,,,Sat Aug 03 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
452,,10784.11,,,,,,Sat Aug 03 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
453,,10715.935000000001,,,,,,Sat Aug 03 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
454,,10579.43,,,,,,Sat Aug 03 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
455,,10520.220000000001,,,,,,Sat Aug 03 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
456,,10519.455,,,,,,Fri Aug 02 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
457,,10461.965,,,,,,Fri Aug 02 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
458,,10395.92,,,,,,Fri Aug 02 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
459,,10413.74,,,,,,Fri Aug 02 2019 20:00:00 GMT+0100 (British Summer Time),08-PM,20,PM,
460,,10450.325,,,,,,Fri Aug 02 2019 19:00:00 GMT+0100 (British Summer Time),07-PM,19,PM,
461,,10448.785,,,,,,Fri Aug 02 2019 18:00:00 GMT+0100 (British Summer Time),06-PM,18,PM,
462,,10432.060000000001,,,,,,Fri Aug 02 2019 17:00:00 GMT+0100 (British Summer Time),05-PM,17,PM,
463,,10517.465,,,,,,Fri Aug 02 2019 16:00:00 GMT+0100 (British Summer Time),04-PM,16,PM,
464,,10601.07,,,,,,Fri Aug 02 2019 15:00:00 GMT+0100 (British Summer Time),03-PM,15,PM,
465,,10567.439999999999,,,,,,Fri Aug 02 2019 14:00:00 GMT+0100 (British Summer Time),02-PM,14,PM,
466,,10549.83,,,,,,Fri Aug 02 2019 13:00:00 GMT+0100 (British Summer Time),01-PM,13,PM,
467,,10510.975,,,,,,Sat Aug 03 2019 00:00:00 GMT+0100 (British Summer Time),12-PM,24,PM,
468,,10481.485,,,,,,Fri Aug 02 2019 11:00:00 GMT+0100 (British Summer Time),11-AM,11,AM,
469,,10469.86,,,,,,Fri Aug 02 2019 10:00:00 GMT+0100 (British Summer Time),10-AM,10,AM,
470,,10472.45,,,,,,Fri Aug 02 2019 09:00:00 GMT+0100 (British Summer Time),09-AM,9,AM,
471,,10516.215,,,,,,Fri Aug 02 2019 08:00:00 GMT+0100 (British Summer Time),08-AM,8,AM,
472,,10493.380000000001,,,,,,Fri Aug 02 2019 07:00:00 GMT+0100 (British Summer Time),07-AM,7,AM,
473,,10443.849999999999,,,,,,Fri Aug 02 2019 06:00:00 GMT+0100 (British Summer Time),06-AM,6,AM,
474,,10400.755000000001,,,,,,Fri Aug 02 2019 05:00:00 GMT+0100 (British Summer Time),05-AM,5,AM,
475,,10352.445,,,,,,Fri Aug 02 2019 04:00:00 GMT+0100 (British Summer Time),04-AM,4,AM,
476,,10356.375,,,,,,Fri Aug 02 2019 03:00:00 GMT+0100 (British Summer Time),03-AM,3,AM,
477,,10380.955,,,,,,Fri Aug 02 2019 02:00:00 GMT+0100 (British Summer Time),02-AM,2,AM,
478,,10379.96,,,,,,Fri Aug 02 2019 01:00:00 GMT+0100 (British Summer Time),01-AM,1,AM,
479,,10374.99,,,,,,Fri Aug 02 2019 12:00:00 GMT+0100 (British Summer Time),12-AM,12,AM,
480,,10374.935,,,,,,Thu Aug 01 2019 23:00:00 GMT+0100 (British Summer Time),11-PM,23,PM,
481,,10390.93,,,,,,Thu Aug 01 2019 22:00:00 GMT+0100 (British Summer Time),10-PM,22,PM,
482,,10396.99,,,,,,Thu Aug 01 2019 21:00:00 GMT+0100 (British Summer Time),09-PM,21,PM,
